# Constructed from biom file
#OTU ID	1749	1750	1751	1752	1754
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.03309114181380115	0.07607668563509229	0.21110660630222763	0.3176763221449334	0.2259470904289227
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	0.1563201947571183	0.036967431703168636	0.009110975966844606	0.010441221131180494	0.01837264365722612
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.02115724880472838	0.00761186821493816	0.0543167331125977	0.1428943296360034	0.10357663236499408
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.04182509505703422	0.11684480188144385	0.05195170844876906	0.06715932262216373	0.06674027866314543
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.0008031221373087879	0.03458412951725007	0.044789062324030904	0.14614817278630204	0.1025407522083599
k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.14178870358518741	0.07049114923461353	0.10175237065567494	0.05538764118063891	0.06746880976231673
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	0.03053119000112939	0.09642399680826491	0.0024438588192895916	0.011222143487252166	0.00045533193698205993
k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	0.1362170437576077	0.003968670600340171	0.06069103768272631	0.03003658765853447	0.04393953191876878
k__Bacteria;p__Pseudomonadota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.01066646588613234	0.08135774730697352	0.028785728765457125	0.01073045163342926	0.016949731354157182
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0.03851221624063547	0.13150158536841441	0.009640291010653872	0.04102734674398762	0.037177852654585196
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia	0.06182785578938122	0.0024777943430695252	0.03246841002770458	0.03949442508206916	0.01428603952281213
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.021709395274128174	0.002719274300233081	0.0973601819942789	0.013449218354567673	0.014980420726709772
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella	0.012097027193213618	0.011192071058102177	0.006667117147555015	0.007288608656668932	0.06884618887168746
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella	0.0024219151953218136	0.04516725111815719	0.001756875464558416	0.006247378848573371	0.004211820417084055
k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosynbacteraceae;g__Nanosynbacter	0.004254037571057486	0.047456061146924806	0.04913620289659211	0.004772303287104658	0.010461251252162827
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.16137735446548457	0.025145412930726748	0.006565758947676645	0.0008676915067463015	0.0045533193698206
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	0.003450915433748698	7.349390000629948e-05	0.029191161564970605	0.007245224081331617	0.02908432747472908
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	0.04981867007993575	0.0011129076286668206	0.03400004504808884	0.001735383013492603	0.019772789363445953
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium	0.01003902671635985	0.030006509459714843	0.00033786066626123384	0.0018510752143921097	0.008867589472725618
k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.009562172947332756	0.0011024085000944921	0.008896997544879158	0.01126552806258948	0.002857207904562426
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella	0.00013803661734994793	0.0029502551288243077	0.01896524539946393	0.0016919984381552878	0.010996266278116748
k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Ruminococcaceae;g__Ruminococcaceae [G1]	0.0	0.013354891544001848	0.0	0.003181535524736439	0.006955195337400966
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0.0018697687259220219	0.00929172878651072	0.006306732436876366	0.002950151122937425	0.007057645023221929
k__Bacteria;p__Bacillota;c__Bacilli;o__Caryophanales;f__Gemellaceae;g__Gemella	0.0024344639787172635	0.003884677571761544	0.007962249701556411	0.023456593732375016	0.00949367088607595
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0006901830867497396	0.004661613086113852	0.02182579904047571	0.010585836382304878	0.01701803114470449
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella	0.005559111044184267	0.01306091594397665	0.00012388224429578574	0.0013449218354567674	0.002766141517166014
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella	0.00013803661734994793	0.0	0.005146744149379463	0.0021258441915284385	0.009436754393953192
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga	0.009825697398637203	0.005764021586208345	6.757213325224677e-05	0.0003904611780358357	0.002538475548674984
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Segatella	0.003463464217144148	0.0005984503286227243	0.011836385341351893	0.0003759996529233973	0.0020262271195701665
k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas	5.0195133581799244e-05	0.012840434243957751	0.0	0.0003326150775860822	0.0013204626172479738
k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Ruminococcaceae;g__Ruminococcaceae [G2]	0.0	0.0007244398714906663	0.009178548100096853	0.00021692287668657537	0.0008309807849922594
